Date,Price,Open,High,Low
11-Mar-11,5445.45,5456.15,5502.70,5411.55
14-Mar-11,5531.50,5436.50,5537.30,5434.25
15-Mar-11,5449.65,5420.00,5497.85,5373.65
16-Mar-11,5511.15,5475.95,5535.10,5475.95
17-Mar-11,5446.65,5455.40,5510.05,5435.30
18-Mar-11,5373.70,5475.35,5483.05,5366.40
21-Mar-11,5364.75,5408.75,5413.30,5348.20
22-Mar-11,5413.85,5390.85,5428.15,5376.15
23-Mar-11,5480.25,5411.40,5484.95,5401.95
24-Mar-11,5522.40,5501.80,5529.00,5496.10
25-Mar-11,5654.25,5588.65,5667.10,5560.95
28-Mar-11,5687.25,5645.25,5709.10,5643.20
29-Mar-11,5736.35,5686.50,5770.35,5680.70
30-Mar-11,5787.65,5755.80,5803.15,5753.90
31-Mar-11,5833.75,5803.05,5872.00,5778.65
1-Apr-11,5826.05,5835.00,5860.20,5810.40
4-Apr-11,5908.45,5842.00,5918.70,5833.20
5-Apr-11,5910.05,5923.85,5928.65,5855.85
6-Apr-11,5891.75,5908.00,5944.45,5868.80
7-Apr-11,5885.70,5888.55,5906.10,5866.25
8-Apr-11,5842.00,5886.75,5926.95,5822.00
11-Apr-11,5785.70,5805.35,5830.30,5777.90
13-Apr-11,5911.50,5747.95,5923.60,5735.55
15-Apr-11,5824.55,5898.75,5907.35,5806.45
18-Apr-11,5729.10,5824.35,5897.90,5722.25
19-Apr-11,5740.75,5716.00,5762.95,5693.25
20-Apr-11,5851.65,5786.05,5857.35,5759.65
21-Apr-11,5884.70,5882.85,5912.90,5864.35
25-Apr-11,5874.50,5859.60,5906.60,5857.00
26-Apr-11,5868.40,5876.85,5893.20,5791.55
27-Apr-11,5833.90,5884.20,5892.35,5819.95
28-Apr-11,5785.45,5851.35,5856.40,5776.95
29-Apr-11,5749.50,5782.50,5804.30,5706.05
2-May-11,5701.30,5766.90,5775.25,5687.70
3-May-11,5565.25,5689.70,5710.80,5554.85
4-May-11,5537.15,5567.70,5578.80,5503.00
5-May-11,5459.85,5531.60,5560.30,5443.65
6-May-11,5551.45,5477.65,5564.40,5472.45
9-May-11,5551.10,5575.20,5586.05,5502.40
10-May-11,5541.25,5555.55,5592.90,5514.55
11-May-11,5565.05,5547.20,5574.70,5525.00
12-May-11,5486.15,5537.80,5572.50,5476.30
13-May-11,5544.75,5492.35,5605.00,5472.15
16-May-11,5499.00,5541.70,5541.80,5487.65
17-May-11,5438.95,5496.10,5523.85,5421.05
18-May-11,5420.60,5448.20,5460.50,5401.25
19-May-11,5428.10,5448.15,5452.60,5411.25
20-May-11,5486.35,5450.65,5517.55,5432.75
23-May-11,5386.55,5456.70,5456.70,5373.00
24-May-11,5394.85,5385.10,5422.60,5367.45
25-May-11,5348.95,5389.10,5389.10,5328.70
26-May-11,5412.35,5372.75,5422.20,5356.35
27-May-11,5476.10,5413.70,5485.80,5413.60
30-May-11,5473.10,5493.75,5509.30,5458.60
31-May-11,5560.15,5492.00,5571.60,5489.70
1-Jun-11,5592.00,5561.05,5597.35,5559.45
2-Jun-11,5550.35,5529.90,5568.20,5521.95
3-Jun-11,5516.75,5565.70,5604.95,5507.20
6-Jun-11,5532.05,5504.30,5542.65,5479.85
7-Jun-11,5556.15,5509.15,5570.10,5507.80
8-Jun-11,5526.85,5535.25,5556.60,5514.90
9-Jun-11,5521.05,5523.55,5540.10,5502.05
10-Jun-11,5485.80,5518.05,5521.45,5457.45
13-Jun-11,5482.80,5469.85,5496.70,5436.95
14-Jun-11,5500.50,5485.60,5520.15,5484.20
15-Jun-11,5447.50,5494.45,5499.35,5438.95
16-Jun-11,5396.75,5419.65,5447.50,5389.80
17-Jun-11,5366.40,5412.50,5421.15,5355.85
20-Jun-11,5257.90,5372.20,5377.40,5195.90
21-Jun-11,5275.85,5280.80,5322.45,5257.00
22-Jun-11,5278.30,5304.65,5310.50,5262.50
23-Jun-11,5320.00,5269.10,5330.60,5252.25
24-Jun-11,5471.25,5343.40,5477.85,5343.40
27-Jun-11,5526.60,5441.20,5552.65,5434.25
28-Jun-11,5545.30,5548.85,5558.30,5496.35
29-Jun-11,5600.45,5566.50,5608.65,5566.50
30-Jun-11,5647.40,5614.50,5657.90,5606.10
1-Jul-11,5627.20,5705.75,5705.80,5609.75
4-Jul-11,5650.50,5679.55,5679.65,5633.10
5-Jul-11,5632.10,5659.85,5659.85,5612.30
6-Jul-11,5625.45,5622.70,5655.40,5610.75
7-Jul-11,5728.95,5633.35,5737.15,5632.95
8-Jul-11,5660.65,5734.65,5740.40,5651.05
11-Jul-11,5616.10,5648.05,5652.90,5601.70
12-Jul-11,5526.15,5556.90,5580.25,5496.95
13-Jul-11,5585.45,5542.05,5596.15,5541.40
14-Jul-11,5599.80,5569.00,5653.95,5541.70
15-Jul-11,5581.10,5602.95,5631.70,5562.75
18-Jul-11,5567.05,5581.75,5596.60,5550.95
19-Jul-11,5613.55,5569.85,5627.65,5557.20
20-Jul-11,5567.05,5642.05,5645.40,5555.10
21-Jul-11,5541.60,5554.60,5578.90,5532.70
22-Jul-11,5633.95,5576.95,5642.20,5567.10
25-Jul-11,5680.30,5633.80,5700.55,5616.70
26-Jul-11,5574.85,5688.45,5702.25,5560.15
27-Jul-11,5546.80,5588.55,5591.70,5521.50
28-Jul-11,5487.75,5492.40,5512.10,5475.65
29-Jul-11,5482.00,5479.00,5520.30,5453.95
1-Aug-11,5516.80,5527.50,5551.90,5486.45
2-Aug-11,5456.55,5493.20,5496.30,5433.65
3-Aug-11,5404.80,5402.00,5422.60,5378.85
4-Aug-11,5331.80,5412.40,5434.50,5323.15
5-Aug-11,5211.25,5204.35,5229.65,5116.45
8-Aug-11,5118.50,5083.85,5204.20,5054.05
9-Aug-11,5072.85,4947.90,5167.00,4946.45
10-Aug-11,5161.00,5196.55,5197.95,5123.35
11-Aug-11,5138.30,5128.00,5184.95,5121.00
12-Aug-11,5072.95,5194.40,5194.45,5053.35
16-Aug-11,5035.80,5125.75,5132.20,5015.40
17-Aug-11,5056.60,5030.30,5112.15,5017.25
18-Aug-11,4944.15,5077.95,5078.60,4932.15
